"","term","judge_char","defendant_char","estimate","std.error","statistic","p.value","conf.low","conf.high","outcome","sig_level","controls","restriction"
"117","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",19.1277707911242,130.091237540625,0.147033506274017,0.88311538473434,-235.948565215978,274.204106798226,"punishment_fine","insig","Conv.",""
"118","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",-0.0952252636476555,0.0977470272130169,-0.974201122660582,0.330007570092858,-0.286856001238107,0.0964054739427957,"judgement_convicted_binary","insig","None",""
"119","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",-0.118270607122613,0.100668945389734,-1.17484698647369,0.240120991602296,-0.315633667967992,0.0790924537227658,"judgement_convicted_binary","insig","Pers.",""
"120","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",-0.0926705032405804,0.078966767700647,-1.17353800768296,0.240646118891057,-0.247486770245013,0.0621457637638526,"judgement_convicted_binary","insig","Conv.",""
"121","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",8.13323510342725,70.4746686284085,0.115406503666038,0.90812860765299,-130.03559607518,146.302066282035,"punishment_prison_days","insig","None",""
"122","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",13.1911157173924,71.7208370239533,0.18392305869195,0.854083670080397,-127.424119271571,153.806350706356,"punishment_prison_days","insig","Pers.",""
"123","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",-38.1370776268609,63.3959884815003,-0.601569256041962,0.547497565883015,-162.431383711952,86.1572284582305,"punishment_prison_days","insig","Conv.",""
"124","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",-3510.84255457798,5994.18007047977,-0.585708556182392,0.558111170216944,-15263.5016430412,8241.81653388522,"punishment_fine","insig","None",""
"125","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",-4710.92342540094,5918.91524601465,-0.795909931059229,0.426145605763178,-16316.3358809104,6894.48903010854,"punishment_fine","insig","Pers.",""
"126","judge_some_foreign_background:defendant_is_woman","judge_some_foreign_background","defendant_is_woman",-1415.59913691638,5349.02232193046,-0.264646331931083,0.791299978262814,-11903.6922698004,9072.49399596766,"punishment_fine","insig","Conv.",""
"127","judge_some_foreign_background:defendant_some_foreign_background","judge_some_foreign_background","defendant_some_foreign_background",0.0535122282153926,0.0627013784043181,0.85344580258394,0.39345873643622,-0.0694141379545261,0.176438594385311,"judgement_convicted_binary","insig","None",""
"128","judge_some_foreign_background:defendant_some_foreign_background","judge_some_foreign_background","defendant_some_foreign_background",0.0601353394886019,0.064095874834555,0.938209200573733,0.348189604761668,-0.0655256376472539,0.185796316624458,"judgement_convicted_binary","insig","Pers.",""
"129","judge_some_foreign_background:defendant_some_foreign_background","judge_some_foreign_background","defendant_some_foreign_background",-0.00567564652637742,0.0504665529398681,-0.112463526746914,0.91046121779802,-0.104616549924504,0.0932652568717487,"judgement_convicted_binary","insig","Conv.",""
